id_user,id_region,total_spend
84978,3,2562.5
84984,2,269.5
84991,2,200.0
84994,2,440.0
84994,3,200.0
84995,2,80.0
85001,2,80.0
85003,2,80.0
85011,2,160.0
85016,2,80.0
85025,1,160.0
85031,3,160.0
85049,2,80.0
85050,2,80.0
85059,3,138.5
85071,5,277.5
85126,3,172.5
85144,2,80.0
85155,2,560.0
85159,1,199.5
85163,3,494.0
85182,1,204.5
85199,2,80.0
85209,5,160.0
85218,2,80.0
85230,2,680.0
85238,5,135.0
85239,5,100.0
85248,2,200.0
85249,1,505.0
85253,1,160.0
85253,5,480.0
85264,1,180.0
85264,3,400.0
85315,1,600.0
85316,3,218.5
85326,1,399.5
85327,5,225.0
85329,1,2040.0
85336,5,240.0
85344,2,400.0
85353,2,160.0
85358,1,289.0
85385,3,549.0
85386,5,160.0
85415,2,80.0
85441,2,189.0
85455,3,222.5
85456,3,134.0
85461,3,160.0
85462,1,200.0
85463,1,400.0
85466,1,239.0
85479,3,1002.0
85495,5,160.0
85497,1,1080.0
85497,3,240.0
85500,1,152.5
85510,2,104.0
85514,2,80.0
85517,3,1347.0
85518,1,94.5
85519,1,266.5
85523,2,108.0
85529,3,466.5
85534,3,1404.5
85535,3,301.0
85544,1,972.0
85546,3,216.5
85547,3,320.0
85559,2,128.0
85563,1,119.0
85564,1,91.5
85575,1,400.0
85585,2,104.0
85592,2,107.0
85600,3,133.0
85607,2,158.0
85621,3,439.5
85644,1,442.0
85649,1,320.0
85649,3,268.0
85652,1,240.0
85652,5,279.0
85656,5,270.0
85657,1,200.0
85665,2,1880.0
85676,5,462.0
85684,5,240.0
85688,1,240.0
85689,5,320.0
85700,1,241.0
85707,3,134.0
85714,2,124.0
85732,1,107.0
85732,3,160.0
85738,5,162.0
85744,2,400.0
85748,1,106.0
85750,3,216.0
85750,5,292.0
85753,5,480.0
85754,2,362.0
85755,2,958.5
85761,3,200.0
85771,1,144.5
85795,2,480.0
85807,3,2080.0
85812,1,275.0
85828,3,196.0
85835,5,301.0
85838,1,257.0
85844,1,119.5
85850,1,92.5
85856,1,7582.5
85866,3,240.0
85869,6,280.0
85870,2,486.0
85885,5,265.0
85894,5,191.0
85903,3,204.0
85906,5,113.0
85908,2,154.5
85910,5,480.0
85931,3,240.0
85936,1,214.5
85936,3,1400.0
85950,1,169.5
85951,5,263.0
85956,5,400.0
85957,2,161.0
85963,2,223.0
85967,3,400.0
85968,3,440.0
85970,2,80.0
85983,2,177.0
85986,3,160.0
85997,5,161.0
85998,1,218.0
86003,2,125.0
86010,5,271.5
86012,2,1440.0
86015,2,202.0
86017,1,113.0
86025,2,180.0
86026,1,134.0
86026,2,160.0
86026,5,291.0
86027,2,187.0
86030,2,406.0
86036,3,258.0
86041,3,160.0
86042,2,89.0
86046,3,274.0
86047,3,224.5
86048,1,252.5
86050,1,160.0
86056,3,125.0
86064,2,111.5
86072,1,267.5
86092,3,185.0
86097,1,2831.5
86103,3,1014.0
86111,3,172.5
86112,5,1065.0
86117,3,3758.5
86137,1,240.0
86142,5,147.5
86150,1,119.5
86163,3,163.5
86165,1,175.5
86173,3,187.0
86177,1,240.0
86177,3,160.0
86178,1,175.0
86192,3,160.0
86194,1,271.5
86194,2,183.0
86197,3,160.0
86214,1,404.5
86220,2,448.0
86228,2,480.0
86233,5,240.0
86242,2,160.0
86242,3,1002.0
86256,2,240.0
86259,1,200.0
86260,3,160.0
86262,1,187.0
86266,2,80.0
86271,1,162.0
86271,2,332.5
86274,3,205.0
86286,2,320.0
86287,1,560.0
86295,3,511.5
86296,2,267.0
86304,1,109.5
86325,1,133.0
86330,2,80.0
86330,5,760.0
86331,1,562.5
86336,1,204.0
86336,2,124.0
86336,3,129.0
86338,5,720.0
86350,2,409.0
86354,3,720.0
86364,2,297.0
86364,3,880.0
86367,1,199.5
86369,3,480.0
86371,3,202.5
86373,3,131.0
86376,2,172.5
86377,1,720.0
86381,6,160.0
86388,5,280.0
86395,1,413.5
86395,2,202.0
86397,3,240.0
86398,5,640.0
86401,3,1108.5
86410,2,808.0
86411,3,438.5
86417,2,89.0
86418,3,124.0
86425,3,200.0
86437,3,214.0
86450,3,254.5
86451,2,80.0
86452,1,604.5
86452,3,1752.0
86452,5,134.0
86459,2,93.5
86460,2,806.5
86462,2,160.0
86464,2,82.5
86467,1,146.5
86484,1,189.5
86488,5,108.0
86499,2,80.0
86502,1,160.0
86515,1,204.0
86522,5,111.0
86526,2,667.0
86529,3,2240.0
86530,3,342.0
86531,3,204.5
86533,2,144.5
86534,2,314.5
86536,2,155.5
86542,1,336.5
86543,1,682.0
86543,3,640.0
86546,2,188.0
86548,5,401.5
86550,2,88.0
86552,2,94.5
86556,2,80.0
86556,5,106.0
86558,1,139.5
86558,2,251.5
86564,2,79.5
86565,1,91.5
86569,3,226.0
86573,3,174.5
86575,1,412.5
86582,2,80.0
86595,2,344.0
86596,2,1055.0
86616,3,240.0
86618,1,219.5
86620,3,209.5
86623,2,80.0
86625,3,987.0
86626,3,154.5
86627,2,80.0
86636,2,77.0
86645,3,480.0
86671,2,240.0
86676,2,262.5
86679,3,320.0
86684,3,266.0
86685,2,320.0
86686,3,135.0
86687,2,347.0
86697,2,492.5
86703,2,160.0
86704,3,160.0
86709,3,344.0
86709,5,144.0
86711,6,280.0
86712,3,300.5
86713,3,172.5
86713,5,131.0
86717,1,212.0
86717,3,160.0
86728,1,149.0
86729,2,80.0
86732,5,400.0
86737,3,164.5
86741,2,123.0
86746,1,403.5
86748,2,200.0
86749,1,262.5
86752,1,160.0
86758,2,82.0
86759,2,173.0
86762,2,111.5
86763,2,80.0
86774,2,724.0
86778,2,99.0
86780,2,401.5
86782,1,804.5
86790,5,162.0
86792,3,240.0
86793,5,344.5
86797,1,178.0
86801,3,124.5
86805,3,688.5
86806,2,80.0
86807,1,91.5
86808,2,105.0
86826,5,385.0
86829,2,105.0
86839,2,720.0
86845,2,195.0
86847,3,462.5
86851,2,200.5
86851,3,4440.0
86854,3,316.0
86861,1,164.5
86864,3,565.5
86866,1,240.0
86866,2,127.5
86866,3,746.0
86868,1,103.5
86869,2,82.0
86869,3,147.5
86875,2,822.5
86876,1,120.5
86877,5,140.0
86878,2,94.5
86882,1,125.0
86887,3,162.0
86890,2,934.0
86894,3,268.0
86896,2,353.0
86900,3,846.5
86902,5,160.0
86914,3,187.0
86915,3,321.0
86916,5,160.0
86917,2,160.0
86918,1,259.0
86918,2,80.0
86920,3,194.0
86921,1,259.5
86922,5,240.0
86925,2,163.5
86926,2,320.0
86927,5,218.5
86928,5,240.0
86932,5,100.5
86938,3,255.0
86943,1,160.0
86948,2,244.5
86949,3,250.0
86949,5,1400.0
86951,1,349.5
86955,1,412.5
86956,2,200.0
86958,1,119.5
86960,3,21262.5
86961,2,102.0
86963,2,88.0
86965,3,389.0
86966,2,97.0
86970,2,80.0
86971,2,95.5
86972,1,147.5
86974,1,1160.0
86977,3,201.5
86978,5,240.0
86981,2,80.0
86983,3,134.0
86989,2,800.0
86990,5,134.0
86991,3,142.0
86992,3,2000.0
86996,1,147.0
86998,2,85.0
87002,3,2065.5
87006,3,282.5
87012,2,268.5
87014,2,96.5
87017,1,364.0
87032,3,1025.0
87043,2,80.0
87044,1,121.0
87046,3,218.0
87048,1,152.0
87051,3,292.0
87052,3,162.5
87052,5,189.0
87053,5,880.0
87054,1,499.5
87057,2,80.0
87058,2,667.0
87058,5,160.0
87059,3,324.5
87062,3,655.0
87064,3,199.0
87071,2,80.0
87076,2,80.0
87077,3,158.0
87080,2,95.0
87081,1,1400.0
87083,3,240.0
87086,2,246.5
87087,2,1040.0
87088,2,154.5
87091,3,150.0
87096,2,87.5
87097,1,178.0
87099,2,200.0
87101,2,80.0
87101,3,528.5
87102,1,360.0
87103,3,134.5
87107,1,132.0
87107,2,84.5
87109,1,91.0
87114,1,123.0
87115,2,122.5
87118,3,440.0
87121,1,110.5
87123,3,259.0
87123,6,59.0
87124,5,307.0
87128,3,143.0
87130,2,91.5
87136,3,281.0
87137,5,512.5
87138,1,105.0
87138,2,77.0
87139,1,175.0
87150,5,560.0
87152,1,564.5
87153,3,239.0
87154,3,866.0
87154,5,301.0
87156,1,92.5
87156,3,160.0
87157,2,118.5
87160,3,644.0
87164,1,145.0
87164,2,853.5
87166,3,176.0
87172,2,113.0
87176,2,511.5
87177,3,360.0
87184,2,245.0
87186,3,319.5
87187,3,146.5
87188,1,402.0
87188,2,384.5
87193,1,102.0
87200,3,1074.5
87201,1,150.0
87201,2,160.0
87207,3,1120.5
87213,1,106.0
87214,2,117.5
87218,2,520.0
87219,3,600.0
87220,2,292.5
87221,3,124.0
87224,3,117.5
87225,2,483.5
87228,2,187.0
87228,5,404.5
87230,1,159.0
87231,1,107.0
87235,1,162.0
87237,2,190.5
87238,3,143.5
87240,1,151.0
87242,3,518.5
87245,3,174.5
87249,1,240.0
87252,5,102.0
87253,3,364.0
87255,2,79.5
87259,2,118.0
87259,3,1239.5
87263,3,898.0
87266,2,79.5
87268,1,137.0
87270,3,320.0
87271,5,278.0
87272,3,139.5
87272,5,197.5
87276,1,117.5
87283,2,341.5
87284,2,600.0
87286,1,137.5
87288,5,160.0
87294,1,92.5
87294,3,160.0
87299,5,116.5
87301,1,554.5
87301,2,246.5
87301,5,116.0
87305,5,427.0
87308,3,437.0
87311,5,240.0
87312,2,80.0
87313,5,216.0
87314,3,415.0
87316,1,231.0
87316,3,203.0
87319,3,1079.5
87322,2,80.0
87323,2,494.0
87326,3,483.5
87334,1,98.0
87347,5,160.0
87350,6,334.0
87351,3,174.5
87352,2,97.0
87356,1,103.5
87357,2,80.0
87363,5,168.5
87364,5,262.0
87365,2,116.0
87366,2,122.0
87366,3,235.5
87369,1,144.0
87371,5,189.0
87374,1,135.5
87374,3,321.5
87375,3,551.5
87378,2,817.0
87379,2,75.5
87384,3,198.5
87385,2,95.5
87389,2,303.5
87392,2,137.5
87405,2,80.0
87405,5,640.0
87409,2,352.0
87410,1,153.0
87413,1,169.0
87413,2,91.5
87413,5,164.5
87415,2,166.5
87419,5,361.5
87420,1,126.0
87420,2,92.5
87423,3,2040.0
87424,1,107.5
87424,2,199.5
87425,1,177.0
87426,5,220.5
87427,3,1105.5
87428,1,166.5
87434,2,466.5
87435,1,92.5
87435,5,214.5
87438,3,582.5
87440,2,383.5
87446,2,82.0
87446,5,1055.5
87447,1,385.5
87447,2,86.5
87447,3,242.0
87448,2,95.0
87449,2,293.0
87450,1,607.0
87451,3,526.0
87452,3,126.5
87453,1,321.5
87462,2,228.0
87463,3,141.5
87464,2,115.5
87467,2,398.0
87468,1,92.0
87468,2,96.5
87468,3,117.5
87473,2,114.0
87473,5,1184.0
87474,1,214.0
87474,5,153.0
87475,1,364.0
87475,2,75.5
87475,3,737.5
87476,2,375.0
87476,5,455.0
87478,2,200.5
87480,2,565.0
87481,2,136.5
87481,6,92.5
87484,1,158.0
87484,2,160.5
87486,2,106.5
87486,3,181.5
87486,5,180.5
87487,1,106.0
87487,3,1436.5
87487,5,397.0
87488,3,3643.5
87488,5,394.0
87489,1,190.5
87489,2,619.0
87490,5,264.5
87492,2,79.5
87494,1,143.0
87495,2,76.0
87496,3,518.5
87497,1,166.5
87497,3,313.5
87497,5,295.5
87498,3,924.0
87499,1,93.0
87501,2,210.0
87504,1,145.0
87504,2,1526.0
87505,1,99.0
87505,2,88.0
87505,5,255.0
87506,3,1711.0
87506,5,155.5
87507,2,75.5
87508,3,118.5
87509,1,113.0
87509,2,88.0
87510,1,288.0
87510,2,107.5
87510,3,499.0
87511,2,137.5
87512,1,404.0
87514,2,312.5
87514,3,134.0
87515,2,180.5
87517,2,290.5
87517,3,409.5
87518,2,77.0
87518,3,226.0
87519,1,310.5
87520,1,109.0
87520,5,177.0
87521,1,201.0
87522,3,133.5
87525,1,122.0
87525,3,223.5
87526,1,191.5
87527,1,166.5
87527,3,237.0
87528,3,327.0
87529,2,384.0
87529,3,609.5
87533,1,337.5
87534,5,177.0
87535,2,257.0
87536,3,269.5
87539,1,112.0
87540,3,599.5
87541,1,263.5
87542,1,153.5
87543,1,401.5
87544,2,123.5
87545,2,204.0
87546,2,84.5
87546,3,305.5
87547,2,109.5
87549,2,211.0
87549,3,205.5
87551,3,906.5
87553,2,95.0
87553,3,265.0
87553,5,247.0
87554,3,665.0
87555,3,267.5
87556,3,165.5
87558,2,111.5
87558,3,193.5
87559,2,171.5
87560,2,108.0
87565,2,120.5
87567,3,291.0
87568,1,93.0
87568,3,196.5
87570,1,1086.0
87571,1,184.0
87571,2,90.5
87571,3,161.0
87574,1,277.0
87574,3,174.0
87575,3,312.5
87579,5,443.0
87580,2,83.5
87581,3,117.5
87582,2,117.5
87582,3,175.0
87583,3,257.5
87585,5,207.0
87586,1,97.5
87588,2,110.5
87590,1,243.0
87590,2,99.5
87592,1,116.0
87594,3,208.0
87597,2,103.0
87600,2,317.0
87603,2,120.5
87604,5,138.0
87608,3,194.5
87609,3,155.0
87610,2,80.0
87612,5,120.5
87613,3,659.5
87614,1,96.5
87620,5,113.5
87628,2,108.0
87628,5,101.5
