id_user,id_region,total_spend
83063,3,320.0
83077,3,126.0
83093,2,160.0
83093,3,360.0
83101,5,560.0
83102,1,187.0
83105,2,107.0
83135,5,320.0
83138,3,124.0
83141,3,400.0
83165,3,572.5
83167,5,106.0
83173,3,546.5
83180,1,320.0
83218,2,240.0
83224,3,225.0
83233,3,920.0
83260,3,560.0
83270,2,80.0
83271,3,640.0
83280,2,200.0
83286,3,160.0
83289,1,160.0
83294,1,160.0
83294,2,80.0
83296,1,187.0
83299,1,107.0
83300,3,200.0
83302,2,80.0
83343,5,105.0
83363,1,332.5
83363,2,80.0
83368,2,107.5
83369,2,200.0
83371,5,1880.0
83387,3,240.0
83394,3,538.5
83410,2,131.0
83415,1,199.5
83425,1,143.5
83426,5,1400.0
83427,1,240.0
83449,2,80.0
83502,3,1160.0
83503,1,107.0
83512,5,218.5
83516,2,225.0
83521,3,242.0
83525,3,160.0
83528,5,102.0
83532,3,189.5
83534,2,104.0
83537,5,240.0
83546,5,169.0
83552,3,200.0
83554,5,234.5
83560,5,109.5
83567,2,80.0
83578,5,782.5
83584,2,80.0
83584,3,160.0
83587,2,80.0
83602,3,280.0
83609,1,181.5
83612,1,97.0
83645,3,311.0
83650,1,108.0
83665,2,151.5
83673,3,3236.0
83695,2,400.0
83697,1,178.0
83721,2,108.0
83727,3,160.0
83762,3,160.0
83764,3,349.0
83783,3,907.0
83784,2,320.0
83786,1,793.5
83788,3,521.0
83811,3,500.0
83837,1,187.0
83855,2,560.0
83873,2,160.0
83874,5,1200.0
83905,1,320.0
83905,6,1000.0
83911,3,560.0
83915,1,200.0
83945,2,134.0
83951,1,114.0
83960,3,161.5
83961,1,127.5
83964,1,200.0
83969,2,95.0
83979,3,695.0
83991,2,132.0
83992,1,187.0
83999,2,238.0
84005,2,160.0
84006,5,167.5
84015,5,240.0
84016,2,200.0
84026,5,134.0
84035,3,1290.5
84073,3,189.0
84078,2,233.5
84088,3,240.0
84092,2,80.0
84109,1,600.0
84109,5,267.0
84119,1,125.0
84129,5,640.0
84142,3,360.0
84150,2,116.5
84187,5,110.0
84204,5,560.0
84205,2,216.0
84222,1,200.0
84223,3,199.5
84226,3,240.0
84247,1,107.0
84271,2,1520.0
84281,5,1000.0
84292,2,80.0
84293,1,1080.0
84316,3,120.5
84338,1,194.5
84338,5,560.0
84345,2,82.5
84363,3,229.5
84364,1,204.0
84364,3,160.0
84367,3,440.0
84368,3,960.0
84382,3,136.5
84395,5,200.0
84420,2,1892.0
84427,1,212.5
84457,1,200.0
84458,1,116.5
84461,3,324.5
84462,3,231.0
84463,3,581.5
84466,1,1600.0
84479,2,240.0
84482,1,116.5
84500,1,109.0
84503,2,160.0
84512,3,666.0
84531,5,142.5
84532,2,320.0
84533,2,80.0
84543,1,374.0
84546,3,588.0
84547,2,80.0
84551,1,112.5
84571,3,640.0
84577,2,160.0
84587,5,1972.0
84590,3,458.5
84604,3,400.0
84607,2,267.0
84618,2,92.5
84629,2,163.0
84635,5,400.0
84646,3,880.0
84661,1,160.0
84678,2,182.5
84689,3,400.0
84690,1,320.0
84690,2,187.0
84700,3,204.0
84703,1,480.0
84705,3,160.0
84725,3,560.0
84733,1,91.5
84738,3,160.0
84749,5,2000.0
84751,2,200.0
84776,3,587.0
84795,2,275.0
84796,2,80.0
84804,3,123.0
84808,2,109.5
84810,5,189.0
84830,2,204.5
84831,2,80.0
84837,3,160.0
84844,3,174.0
84846,2,160.0
84847,2,151.5
84853,2,80.0
84866,3,2722.0
84868,3,324.5
84889,1,320.0
84893,1,200.0
84894,2,84.0
84897,3,347.0
84899,2,80.0
84902,1,214.5
84928,3,292.0
84929,2,160.0
84931,2,128.5
84939,2,215.0
84952,2,240.0
84954,1,705.0
84960,2,200.0
84970,3,250.0
84975,3,204.0
