35576,117,222068,2020-12-31 20:29:38,2020-12-31 20:36:23,2020-12-31 20:38:22,retail,6.750000,1.983333
35575,117,222066,2020-12-31 20:28:10,2020-12-31 20:35:20,2020-12-31 20:36:22,retail,7.166667,1.033333
35574,117,222064,2020-12-31 20:26:49,2020-12-31 20:34:57,2020-12-31 20:35:16,retail,8.133333,0.316667
35573,117,222063,2020-12-31 20:26:18,2020-12-31 20:33:42,2020-12-31 20:34:56,retail,7.400000,1.233333
35572,117,222061,2020-12-31 20:24:08,2020-12-31 20:31:57,2020-12-31 20:33:41,retail,7.816667,1.733333
35571,117,222060,2020-12-31 20:22:05,2020-12-31 20:31:55,2020-12-31 20:31:56,retail,9.833333,0.016667
35570,117,222058,2020-12-31 20:19:52,2020-12-31 20:29:05,2020-12-31 20:31:55,retail,9.216667,2.833333
35569,117,222055,2020-12-31 20:18:21,2020-12-31 20:27:56,2020-12-31 20:29:05,retail,9.583333,1.150000
35568,117,222054,2020-12-31 20:17:10,2020-12-31 20:26:15,2020-12-31 20:27:56,retail,9.083333,1.683333
35567,117,222053,2020-12-31 20:14:43,2020-12-31 20:24:34,2020-12-31 20:26:09,retail,9.850000,1.583333
35566,117,222052,2020-12-31 20:14:03,2020-12-31 20:23:18,2020-12-31 20:24:34,retail,9.250000,1.266667
35565,117,222049,2020-12-31 20:06:07,2020-12-31 20:22:31,2020-12-31 20:23:17,retail,16.400000,0.766667
35564,117,222044,2020-12-31 19:58:11,2020-12-31 20:22:11,2020-12-31 20:22:29,retail,24.000000,0.300000
35563,117,222041,2020-12-31 19:46:29,2020-12-31 20:19:00,2020-12-31 20:22:05,retail,32.516667,3.083333
35562,117,222040,2020-12-31 19:39:28,2020-12-31 20:22:07,2020-12-31 20:22:10,retail,42.650000,0.050000
35561,117,222039,2020-12-31 19:38:13,2020-12-31 20:14:20,2020-12-31 20:18:48,retail,36.116667,4.466667
35560,117,222038,2020-12-31 19:31:51,2020-12-31 20:22:05,2020-12-31 20:22:07,retail,50.233333,0.033333
35559,117,222032,2020-12-31 19:22:50,2020-12-31 20:09:03,2020-12-31 20:14:05,retail,46.216667,5.033333
35558,117,222030,2020-12-31 19:06:48,2020-12-31 19:59:33,2020-12-31 20:07:54,retail,52.750000,8.350000
35557,117,222028,2020-12-31 18:42:15,2020-12-31 19:32:30,2020-12-31 19:32:31,retail,50.250000,0.016667
35556,117,222026,2020-12-31 18:41:41,2020-12-31 19:56:23,2020-12-31 19:59:32,retail,74.700000,3.150000
35555,117,222020,2020-12-31 18:21:46,2020-12-31 19:28:58,2020-12-31 19:32:30,retail,67.200000,3.533333
35554,117,222019,2020-12-31 18:20:55,2020-12-31 19:26:43,2020-12-31 19:28:57,retail,65.800000,2.233333
35553,117,222017,2020-12-31 18:19:05,2020-12-31 19:25:32,2020-12-31 19:26:42,retail,66.450000,1.166667
35552,117,222016,2020-12-31 18:18:41,2020-12-31 19:24:10,2020-12-31 19:25:27,retail,65.483333,1.283333
35551,117,222014,2020-12-31 18:16:37,2020-12-31 19:23:09,2020-12-31 19:24:10,retail,66.533333,1.016667
35550,117,222013,2020-12-31 18:16:05,2020-12-31 19:22:36,2020-12-31 19:23:08,retail,66.516667,0.533333
35549,117,222012,2020-12-31 18:15:39,2020-12-31 19:21:46,2020-12-31 19:22:35,retail,66.116667,0.816667
35548,117,222011,2020-12-31 18:14:38,2020-12-31 19:19:10,2020-12-31 19:21:46,retail,64.533333,2.600000
35547,117,222010,2020-12-31 18:14:32,2020-12-31 19:54:01,2020-12-31 19:56:10,retail,99.483333,2.150000
35546,117,222009,2020-12-31 18:13:32,2020-12-31 19:52:35,2020-12-31 19:53:59,retail,99.050000,1.400000
35545,117,222008,2020-12-31 18:12:11,2020-12-31 19:18:34,2020-12-31 19:19:09,retail,66.383333,0.583333
35544,117,222007,2020-12-31 18:10:49,2020-12-31 19:16:20,2020-12-31 19:18:33,retail,65.516667,2.216667
35543,117,222006,2020-12-31 18:09:31,2020-12-31 19:14:22,2020-12-31 19:16:08,retail,64.850000,1.766667
35542,117,222003,2020-12-31 18:06:12,2020-12-31 19:13:24,2020-12-31 19:14:21,retail,67.200000,0.950000
35541,117,222000,2020-12-31 18:04:31,2020-12-31 19:09:49,2020-12-31 19:12:28,retail,65.300000,2.650000
35540,117,221999,2020-12-31 18:04:03,2020-12-31 19:07:48,2020-12-31 19:09:49,retail,63.750000,2.016667
35539,117,221998,2020-12-31 18:03:33,2020-12-31 19:06:31,2020-12-31 19:07:47,retail,62.966667,1.266667
35538,117,221997,2020-12-31 17:59:39,2020-12-31 19:48:59,2020-12-31 19:51:59,retail,109.333333,3.000000
35537,117,221996,2020-12-31 17:54:02,2020-12-31 19:46:26,2020-12-31 19:48:58,retail,112.400000,2.533333
35536,117,221995,2020-12-31 17:53:44,2020-12-31 19:44:46,2020-12-31 19:46:11,retail,111.033333,1.416667
35535,117,221992,2020-12-31 17:53:13,2020-12-31 19:05:19,2020-12-31 19:06:30,retail,72.100000,1.183333
35534,117,221990,2020-12-31 17:46:21,2020-12-31 19:02:07,2020-12-31 19:05:11,retail,75.766667,3.066667
35533,176,221982,2020-12-31 17:32:55,2020-12-31 17:42:30,2020-12-31 17:42:41,retail,9.583333,0.183333
35532,176,221981,2020-12-31 17:32:48,2020-12-31 17:42:20,2020-12-31 17:42:29,retail,9.533333,0.150000
35531,176,221979,2020-12-31 17:26:07,2020-12-31 17:42:13,2020-12-31 17:42:18,retail,16.100000,0.083333
35530,176,221978,2020-12-31 17:21:56,2020-12-31 17:41:56,2020-12-31 17:42:12,retail,20.000000,0.266667
35529,176,221964,2020-12-31 16:59:45,2020-12-31 17:24:17,2020-12-31 17:24:36,retail,24.533333,0.316667
35528,176,221962,2020-12-31 16:56:15,2020-12-31 17:24:09,2020-12-31 17:24:15,retail,27.900000,0.100000
35527,176,221961,2020-12-31 16:55:18,2020-12-31 17:23:02,2020-12-31 17:24:07,retail,27.733333,1.083333
35526,176,221955,2020-12-31 16:53:21,2020-12-31 17:22:16,2020-12-31 17:23:01,retail,28.916667,0.750000
35525,176,221949,2020-12-31 16:45:26,2020-12-31 17:22:03,2020-12-31 17:22:15,retail,36.616667,0.200000
35524,176,221948,2020-12-31 16:43:11,2020-12-31 17:22:02,2020-12-31 17:22:03,retail,38.850000,0.016667
35523,176,221945,2020-12-31 16:39:34,2020-12-31 17:20:01,2020-12-31 17:22:02,retail,40.450000,2.016667
35522,176,221941,2020-12-31 16:33:58,2020-12-31 17:18:29,2020-12-31 17:20:00,retail,44.516667,1.516667
35521,176,221939,2020-12-31 16:31:09,2020-12-31 17:17:51,2020-12-31 17:18:28,retail,46.700000,0.616667
35520,176,221934,2020-12-31 16:27:17,2020-12-31 17:12:54,2020-12-31 17:17:35,retail,45.616667,4.683333
35519,176,221932,2020-12-31 16:24:07,2020-12-31 17:09:24,2020-12-31 17:11:39,retail,45.283333,2.250000
35518,176,221926,2020-12-31 16:20:48,2020-12-31 17:38:45,2020-12-31 17:41:05,retail,77.950000,2.333333
35517,176,221923,2020-12-31 16:19:19,2020-12-31 17:08:59,2020-12-31 17:09:23,retail,49.666667,0.400000
35516,176,221917,2020-12-31 16:15:00,2020-12-31 17:08:38,2020-12-31 17:08:58,retail,53.633333,0.333333
35515,176,221913,2020-12-31 16:13:17,2020-12-31 17:17:41,2020-12-31 17:17:50,retail,64.400000,0.150000
35514,176,221910,2020-12-31 16:11:39,2020-12-31 16:51:43,2020-12-31 16:52:11,retail,40.066667,0.466667
35513,176,221899,2020-12-31 16:03:50,2020-12-31 16:50:15,2020-12-31 16:51:39,retail,46.416667,1.400000
35512,176,221898,2020-12-31 16:00:02,2020-12-31 16:49:44,2020-12-31 16:50:14,retail,49.700000,0.500000
35511,176,221895,2020-12-31 15:56:43,2020-12-31 16:49:09,2020-12-31 16:49:43,retail,52.433333,0.566667
35510,176,221894,2020-12-31 15:53:55,2020-12-31 16:48:53,2020-12-31 16:49:08,retail,54.966667,0.250000
35509,176,221887,2020-12-31 15:47:17,2020-12-31 16:45:18,2020-12-31 16:45:58,retail,58.016667,0.666667
35508,176,221882,2020-12-31 15:40:42,2020-12-31 16:43:51,2020-12-31 16:45:13,retail,63.150000,1.366667
35507,176,221880,2020-12-31 15:39:36,2020-12-31 16:26:36,2020-12-31 16:27:15,retail,47.000000,0.650000
35506,176,221861,2020-12-31 15:21:08,2020-12-31 16:24:14,2020-12-31 16:26:20,retail,63.100000,2.100000
35505,176,221856,2020-12-31 15:11:39,2020-12-31 16:43:21,2020-12-31 16:43:50,retail,91.700000,0.483333
35504,176,221855,2020-12-31 15:07:57,2020-12-31 16:42:51,2020-12-31 16:43:19,retail,94.900000,0.466667
35503,176,221854,2020-12-31 15:07:35,2020-12-31 16:41:32,2020-12-31 16:42:49,retail,93.950000,1.283333
35502,176,221819,2020-12-31 14:39:38,2020-12-31 17:36:41,2020-12-31 17:38:44,retail,177.050000,2.050000
35501,176,221816,2020-12-31 14:37:08,2020-12-31 16:18:50,2020-12-31 16:23:53,retail,101.700000,5.050000
35500,176,221809,2020-12-31 14:34:05,2020-12-31 16:41:16,2020-12-31 16:41:17,retail,127.183333,0.016667
35499,176,221808,2020-12-31 14:33:28,2020-12-31 16:40:15,2020-12-31 16:41:16,retail,126.783333,1.016667
35498,176,221806,2020-12-31 14:33:00,2020-12-31 16:39:28,2020-12-31 16:40:14,retail,126.466667,0.766667
35497,176,221804,2020-12-31 14:32:04,2020-12-31 16:38:58,2020-12-31 16:39:27,retail,126.900000,0.483333
35496,176,221798,2020-12-31 14:28:22,2020-12-31 16:38:53,2020-12-31 16:38:57,retail,130.516667,0.066667
35495,176,221796,2020-12-31 14:26:08,2020-12-31 16:38:17,2020-12-31 16:38:52,retail,132.150000,0.583333
35494,176,221794,2020-12-31 14:25:35,2020-12-31 16:37:31,2020-12-31 16:38:16,retail,131.933333,0.750000
35493,176,221793,2020-12-31 14:23:04,2020-12-31 16:36:57,2020-12-31 16:37:30,retail,133.883333,0.550000
35492,176,221792,2020-12-31 14:21:56,2020-12-31 16:36:30,2020-12-31 16:36:55,retail,134.566667,0.416667
35491,176,221791,2020-12-31 14:20:27,2020-12-31 16:36:23,2020-12-31 16:36:29,retail,135.933333,0.100000
35490,176,221789,2020-12-31 14:19:04,2020-12-31 16:36:03,2020-12-31 16:36:22,retail,136.983333,0.316667
35489,176,221788,2020-12-31 14:16:18,2020-12-31 16:34:41,2020-12-31 16:35:52,retail,138.383333,1.183333
35488,176,221786,2020-12-31 14:15:26,2020-12-31 16:32:00,2020-12-31 16:32:02,retail,136.566667,0.033333
35487,121,221785,2020-12-31 14:12:46,2020-12-31 14:17:05,2020-12-31 14:17:29,retail,4.316667,0.400000
35486,176,221784,2020-12-31 14:11:07,2020-12-31 17:26:37,2020-12-31 17:28:48,retail,195.500000,2.183333
35485,176,221782,2020-12-31 14:08:43,2020-12-31 16:30:17,2020-12-31 16:32:00,retail,141.566667,1.716667
35484,121,221781,2020-12-31 14:02:08,2020-12-31 14:16:34,2020-12-31 14:16:59,retail,14.433333,0.416667
35483,176,221780,2020-12-31 14:00:38,2020-12-31 16:32:02,2020-12-31 16:34:40,retail,151.400000,2.633333
35482,121,221779,2020-12-31 13:59:54,2020-12-31 14:14:59,2020-12-31 14:16:09,retail,15.083333,1.166667
35481,176,221778,2020-12-31 13:58:15,2020-12-31 16:29:45,2020-12-31 16:30:16,retail,151.500000,0.516667
35480,176,221774,2020-12-31 13:52:52,2020-12-31 16:29:19,2020-12-31 16:29:45,retail,156.450000,0.433333
35479,176,221772,2020-12-31 13:52:37,2020-12-31 16:06:13,2020-12-31 16:09:31,retail,133.600000,3.300000
35478,121,221770,2020-12-31 13:51:52,2020-12-31 14:13:49,2020-12-31 14:14:39,retail,21.950000,0.833333
35477,121,221766,2020-12-31 13:50:18,2020-12-31 14:13:12,2020-12-31 14:13:47,retail,22.900000,0.583333
35476,121,221764,2020-12-31 13:49:04,2020-12-31 14:12:31,2020-12-31 14:13:10,retail,23.450000,0.650000
35475,176,221762,2020-12-31 13:48:33,2020-12-31 16:05:44,2020-12-31 16:06:12,retail,137.183333,0.466667
35474,121,221753,2020-12-31 13:43:32,2020-12-31 14:08:39,2020-12-31 14:09:01,retail,25.116667,0.366667
35473,121,221748,2020-12-31 13:42:04,2020-12-31 14:07:29,2020-12-31 14:08:38,retail,25.416667,1.150000
35472,121,221746,2020-12-31 13:41:50,2020-12-31 14:06:59,2020-12-31 14:07:28,retail,25.150000,0.483333
35471,121,221744,2020-12-31 13:40:17,2020-12-31 14:06:42,2020-12-31 14:06:57,retail,26.416667,0.250000
35470,121,221740,2020-12-31 13:39:05,2020-12-31 14:04:35,2020-12-31 14:05:16,retail,25.500000,0.683333
35469,121,221737,2020-12-31 13:37:24,2020-12-31 14:03:28,2020-12-31 14:04:34,retail,26.066667,1.100000
35468,121,221733,2020-12-31 13:35:22,2020-12-31 14:02:10,2020-12-31 14:03:27,retail,26.800000,1.283333
35467,121,221719,2020-12-31 13:29:45,2020-12-31 13:56:55,2020-12-31 13:58:10,retail,27.166667,1.250000
35466,121,221707,2020-12-31 13:22:23,2020-12-31 13:56:23,2020-12-31 13:56:54,retail,34.000000,0.516667
35465,121,221705,2020-12-31 13:20:09,2020-12-31 13:54:05,2020-12-31 13:56:22,retail,33.933333,2.283333
35464,121,221703,2020-12-31 13:18:30,2020-12-31 13:53:39,2020-12-31 13:54:03,retail,35.150000,0.400000
35463,176,221696,2020-12-31 13:13:25,2020-12-31 16:15:21,2020-12-31 16:18:02,retail,181.933333,2.683333
35462,121,221695,2020-12-31 13:13:10,2020-12-31 13:53:19,2020-12-31 13:53:38,retail,40.150000,0.316667
35461,121,221694,2020-12-31 13:12:16,2020-12-31 13:52:52,2020-12-31 13:53:17,retail,40.600000,0.416667
35460,121,221693,2020-12-31 13:08:54,2020-12-31 13:51:35,2020-12-31 13:52:51,retail,42.683333,1.266667
35459,121,221690,2020-12-31 13:04:51,2020-12-31 13:50:18,2020-12-31 13:51:34,retail,45.450000,1.266667
35458,176,221689,2020-12-31 13:04:34,2020-12-31 16:01:30,2020-12-31 16:05:31,retail,176.933333,4.016667
35457,121,221687,2020-12-31 13:00:43,2020-12-31 13:49:21,2020-12-31 13:50:17,retail,48.633333,0.933333
35456,121,221682,2020-12-31 12:57:47,2020-12-31 13:49:07,2020-12-31 13:49:20,retail,51.333333,0.216667
35455,176,221680,2020-12-31 12:54:47,2020-12-31 15:54:48,2020-12-31 15:55:14,retail,180.016667,0.433333
35454,121,221679,2020-12-31 12:53:30,2020-12-31 13:48:39,2020-12-31 13:49:06,retail,55.150000,0.450000
35453,121,221676,2020-12-31 12:50:30,2020-12-31 13:44:52,2020-12-31 13:45:08,retail,54.366667,0.266667
35452,121,221673,2020-12-31 12:47:23,2020-12-31 13:45:09,2020-12-31 13:48:38,retail,57.766667,3.483333
35451,121,221669,2020-12-31 12:44:16,2020-12-31 13:39:32,2020-12-31 13:42:22,retail,55.266667,2.833333
35450,176,221666,2020-12-31 12:42:40,2020-12-31 15:51:55,2020-12-31 15:54:45,retail,189.250000,2.833333
35449,121,221663,2020-12-31 12:38:34,2020-12-31 13:38:25,2020-12-31 13:39:31,retail,59.850000,1.100000
35448,121,221660,2020-12-31 12:37:13,2020-12-31 13:38:02,2020-12-31 13:38:23,retail,60.816667,0.350000
35447,121,221657,2020-12-31 12:34:57,2020-12-31 13:42:24,2020-12-31 13:44:51,retail,67.450000,2.450000
35446,121,221655,2020-12-31 12:31:40,2020-12-31 13:22:18,2020-12-31 13:25:31,retail,50.633333,3.216667
35445,121,221648,2020-12-31 12:24:55,2020-12-31 13:20:05,2020-12-31 13:22:18,retail,55.166667,2.216667
35444,121,221643,2020-12-31 12:20:54,2020-12-31 13:17:18,2020-12-31 13:20:04,retail,56.400000,2.766667
35443,121,221642,2020-12-31 12:19:59,2020-12-31 13:16:51,2020-12-31 13:17:17,retail,56.866667,0.433333
35442,121,221641,2020-12-31 12:19:10,2020-12-31 13:15:23,2020-12-31 13:16:50,retail,56.216667,1.450000
35441,121,221639,2020-12-31 12:16:55,2020-12-31 13:12:59,2020-12-31 13:15:21,retail,56.066667,2.366667
35440,121,221638,2020-12-31 12:14:57,2020-12-31 13:12:17,2020-12-31 13:12:58,retail,57.333333,0.683333
35439,121,221637,2020-12-31 12:13:51,2020-12-31 13:12:06,2020-12-31 13:12:15,retail,58.250000,0.150000
35438,121,221636,2020-12-31 12:12:57,2020-12-31 13:08:23,2020-12-31 13:12:06,retail,55.433333,3.716667
35437,121,221632,2020-12-31 12:05:14,2020-12-31 13:06:45,2020-12-31 13:07:04,retail,61.516667,0.316667
35436,121,221631,2020-12-31 12:03:30,2020-12-31 13:04:30,2020-12-31 13:06:02,retail,61.000000,1.533333
35435,121,221630,2020-12-31 12:02:35,2020-12-31 13:03:08,2020-12-31 13:04:29,retail,60.550000,1.350000
35434,121,221628,2020-12-31 11:54:54,2020-12-31 13:06:03,2020-12-31 13:06:44,retail,71.150000,0.683333
35433,136,221627,2020-12-31 11:46:45,2020-12-31 12:02:10,2020-12-31 12:02:39,retail,15.416667,0.483333
35432,176,221626,2020-12-31 11:45:16,2020-12-31 15:40:02,2020-12-31 15:41:48,retail,234.766667,1.766667
35431,136,221625,2020-12-31 11:44:48,2020-12-31 12:01:57,2020-12-31 12:02:09,retail,17.150000,0.200000
35430,111,221623,2020-12-31 11:41:08,2020-12-31 12:05:29,2020-12-31 12:14:51,retail,24.350000,9.366667
35429,136,221621,2020-12-31 11:38:32,2020-12-31 11:59:35,2020-12-31 12:01:32,retail,21.050000,1.950000
35428,136,221620,2020-12-31 11:36:06,2020-12-31 11:57:41,2020-12-31 11:59:34,retail,21.583333,1.883333
35427,136,221617,2020-12-31 11:32:31,2020-12-31 11:56:29,2020-12-31 11:57:39,retail,23.966667,1.166667
35426,176,221616,2020-12-31 11:31:39,2020-12-31 15:41:48,2020-12-31 15:44:04,retail,250.150000,2.266667
35425,136,221613,2020-12-31 11:27:13,2020-12-31 11:54:17,2020-12-31 11:55:08,retail,27.066667,0.850000
35424,136,221612,2020-12-31 11:26:36,2020-12-31 11:53:32,2020-12-31 11:54:16,retail,26.933333,0.733333
35423,136,221609,2020-12-31 11:23:18,2020-12-31 11:51:33,2020-12-31 11:53:30,retail,28.250000,1.950000
35422,136,221604,2020-12-31 11:18:40,2020-12-31 11:49:47,2020-12-31 11:51:32,retail,31.116667,1.750000
35421,136,221603,2020-12-31 11:17:08,2020-12-31 11:47:37,2020-12-31 11:49:46,retail,30.483333,2.150000
35420,121,221601,2020-12-31 11:16:53,2020-12-31 14:02:09,2020-12-31 14:02:10,retail,165.266667,0.016667
35419,136,221595,2020-12-31 11:11:37,2020-12-31 11:46:11,2020-12-31 11:46:39,retail,34.566667,0.466667
35418,136,221586,2020-12-31 10:58:54,2020-12-31 11:39:11,2020-12-31 11:41:38,retail,40.283333,2.450000
35417,136,221583,2020-12-31 10:56:10,2020-12-31 11:41:38,2020-12-31 11:41:47,retail,45.466667,0.150000
35416,136,221581,2020-12-31 10:54:30,2020-12-31 11:38:16,2020-12-31 11:38:56,retail,43.766667,0.666667
35415,176,221579,2020-12-31 10:50:45,2020-12-31 15:37:49,2020-12-31 15:39:42,retail,287.066667,1.883333
35414,121,221577,2020-12-31 10:43:05,2020-12-31 11:03:08,2020-12-31 11:03:24,retail,20.050000,0.266667
35413,136,221576,2020-12-31 10:37:25,2020-12-31 11:35:53,2020-12-31 11:36:31,retail,58.466667,0.633333
35412,136,221573,2020-12-31 10:33:41,2020-12-31 11:35:13,2020-12-31 11:35:52,retail,61.533333,0.650000
35411,136,221571,2020-12-31 10:30:12,2020-12-31 11:34:35,2020-12-31 11:35:12,retail,64.383333,0.616667
35410,136,221570,2020-12-31 10:18:29,2020-12-31 11:32:26,2020-12-31 11:34:34,retail,73.950000,2.133333
35409,136,221569,2020-12-31 10:16:27,2020-12-31 11:31:31,2020-12-31 11:32:24,retail,75.066667,0.883333
35408,136,221567,2020-12-31 10:12:24,2020-12-31 11:31:20,2020-12-31 11:31:30,retail,78.933333,0.166667
35407,136,221566,2020-12-31 10:06:29,2020-12-31 11:29:58,2020-12-31 11:31:19,retail,83.483333,1.350000
35406,136,221565,2020-12-31 10:06:07,2020-12-31 11:24:35,2020-12-31 11:28:36,retail,78.466667,4.016667
35405,136,221564,2020-12-31 10:05:46,2020-12-31 11:23:04,2020-12-31 11:24:33,retail,77.300000,1.483333
35404,136,221563,2020-12-31 10:00:04,2020-12-31 11:22:31,2020-12-31 11:23:03,retail,82.450000,0.533333
35403,121,221562,2020-12-31 09:57:18,2020-12-31 11:00:07,2020-12-31 11:01:35,retail,62.816667,1.466667
35402,111,221561,2020-12-31 09:52:45,2020-12-31 11:57:35,2020-12-31 11:58:16,retail,124.833333,0.683333
35401,136,221560,2020-12-31 09:51:06,2020-12-31 11:17:19,2020-12-31 11:22:30,retail,86.216667,5.183333
35400,136,221559,2020-12-31 09:49:03,2020-12-31 11:28:37,2020-12-31 11:29:57,retail,99.566667,1.333333
35399,121,221558,2020-12-31 09:42:07,2020-12-31 10:51:32,2020-12-31 10:59:54,retail,69.416667,8.366667
35398,121,221557,2020-12-31 09:40:44,2020-12-31 10:49:13,2020-12-31 10:51:32,retail,68.483333,2.316667
35397,121,221556,2020-12-31 09:40:01,2020-12-31 10:48:22,2020-12-31 10:49:12,retail,68.350000,0.833333
35396,121,221551,2020-12-31 09:33:55,2020-12-31 10:47:43,2020-12-31 10:48:21,retail,73.800000,0.633333
35395,121,221549,2020-12-31 09:29:15,2020-12-31 10:47:17,2020-12-31 10:47:42,retail,78.033333,0.416667
35394,136,221544,2020-12-31 09:23:12,2020-12-31 11:36:32,2020-12-31 11:38:14,retail,133.333333,1.700000
35393,111,221542,2020-12-31 09:21:56,2020-12-31 11:49:02,2020-12-31 11:57:27,retail,147.100000,8.416667
35392,121,221540,2020-12-31 09:21:17,2020-12-31 10:44:56,2020-12-31 10:45:57,retail,83.650000,1.016667
35391,111,221539,2020-12-31 09:21:13,2020-12-31 11:46:16,2020-12-31 11:49:00,retail,145.050000,2.733333
35390,121,221535,2020-12-31 09:17:27,2020-12-31 10:38:47,2020-12-31 10:41:56,retail,81.333333,3.150000
35389,121,221534,2020-12-31 09:16:25,2020-12-31 10:45:58,2020-12-31 10:47:16,retail,89.550000,1.300000
35388,121,221531,2020-12-31 09:11:34,2020-12-31 10:41:57,2020-12-31 10:44:55,retail,90.383333,2.966667
35387,173,221529,2020-12-31 09:10:09,2020-12-31 09:47:25,2020-12-31 09:51:42,retail,37.266667,4.283333
35386,173,221526,2020-12-31 09:08:55,2020-12-31 09:46:25,2020-12-31 09:47:24,retail,37.500000,0.983333
35385,121,221525,2020-12-31 09:08:25,2020-12-31 10:34:45,2020-12-31 10:36:34,retail,86.333333,1.816667
35384,121,221524,2020-12-31 09:08:00,2020-12-31 10:33:24,2020-12-31 10:34:43,retail,85.400000,1.316667
